timestamp,play_draw,card1,card2,card3,card4,card5,card6,card7,decision,source_file,keep,on_play
2026-04-13 18:03:31.077659,play,"Ajani, Nacatl Pariah",Flooded Strand,Dalkovan Encampment,"Ajani, Nacatl Pariah",Sacred Foundry,Flooded Strand,Voice of Victory,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:03:33.068431,play,Goblin Bombardment,Marsh Flats,Mountain,Arid Mesa,"Phlage, Titan of Fire's Fury",Voice of Victory,Marsh Flats,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:03:38.078285,draw,Thraben Charm,Plains,Galvanic Discharge,Ocelot Pride,Arena of Glory,Goblin Bombardment,Galvanic Discharge,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,0
2026-04-13 18:03:41.847471,draw,Voice of Victory,Ocelot Pride,Flooded Strand,Ocelot Pride,Elegant Parlor,Marsh Flats,Goblin Bombardment,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:03:44.385473,draw,"Ragavan, Nimble Pilferer",Flooded Strand,"Phlage, Titan of Fire's Fury",Ocelot Pride,Galvanic Discharge,"Ajani, Nacatl Pariah",Thraben Charm,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,0
2026-04-13 18:03:49.538410,draw,Seasoned Pyromancer,Arena of Glory,Arid Mesa,Flooded Strand,Flooded Strand,Galvanic Discharge,Guide of Souls,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:03:52.915275,draw,Voice of Victory,Plains,"Ajani, Nacatl Pariah",Dalkovan Encampment,Seasoned Pyromancer,Blood Moon,Ocelot Pride,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,0
2026-04-13 18:03:54.845586,play,Guide of Souls,Arid Mesa,"Ragavan, Nimble Pilferer",Marsh Flats,Plains,Arid Mesa,"Ragavan, Nimble Pilferer",keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:03:56.898577,play,"Phlage, Titan of Fire's Fury",Arena of Glory,Flooded Strand,Sacred Foundry,Guide of Souls,Marsh Flats,Goblin Bombardment,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:04:01.306357,play,Elegant Parlor,Plains,"Ragavan, Nimble Pilferer",Thraben Charm,Thraben Charm,"Ajani, Nacatl Pariah",Arena of Glory,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,1
2026-04-13 18:04:04.989984,play,Plains,Guide of Souls,Thraben Charm,Arid Mesa,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",Galvanic Discharge,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:04:08.622382,draw,Plains,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Ocelot Pride,Marsh Flats,Voice of Victory,Dalkovan Encampment,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:11.367821,draw,Guide of Souls,Ocelot Pride,Guide of Souls,"Phlage, Titan of Fire's Fury",Arena of Glory,Thraben Charm,Sacred Foundry,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:14.430029,draw,Arid Mesa,Ocelot Pride,Arena of Glory,Ocelot Pride,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Ocelot Pride,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:16.310654,play,Guide of Souls,Thraben Charm,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",Goblin Bombardment,Voice of Victory,Sacred Foundry,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,1
2026-04-13 18:04:18.779368,draw,Arena of Glory,Ocelot Pride,"Ragavan, Nimble Pilferer",Sacred Foundry,Galvanic Discharge,"Ajani, Nacatl Pariah",Arena of Glory,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:20.695017,draw,Galvanic Discharge,Thraben Charm,Arid Mesa,"Ragavan, Nimble Pilferer",Marsh Flats,"Ragavan, Nimble Pilferer",Arid Mesa,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:24.120437,draw,Seasoned Pyromancer,Galvanic Discharge,Marsh Flats,Sacred Foundry,Elegant Parlor,Blood Moon,Goblin Bombardment,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,0
2026-04-13 18:04:26.422600,play,Galvanic Discharge,"Ajani, Nacatl Pariah",Guide of Souls,Plains,"Ajani, Nacatl Pariah",Sacred Foundry,Goblin Bombardment,keep,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,1
2026-04-13 18:04:28.814798,play,"Ajani, Nacatl Pariah",Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Ocelot Pride,Flooded Strand,Guide of Souls,Seasoned Pyromancer,mulligan,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,1
2026-04-13 23:24:51.368435,draw,Plains,Thraben Charm,"Ragavan, Nimble Pilferer",Ocelot Pride,Flooded Strand,Sacred Foundry,Arid Mesa,mulligan,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,0,0
2026-04-13 23:25:01.656313,play,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Ocelot Pride,"Ajani, Nacatl Pariah",Plains,Galvanic Discharge,Blood Moon,mulligan,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,0,1
2026-04-13 23:25:22.776415,play,Arena of Glory,Dalkovan Encampment,Marsh Flats,Flooded Strand,"Ajani, Nacatl Pariah",Voice of Victory,Ocelot Pride,keep,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,1,1
2026-04-13 23:25:34.122558,play,Ocelot Pride,Arid Mesa,The Legend of Roku,Plains,Galvanic Discharge,Voice of Victory,"Phlage, Titan of Fire's Fury",keep,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,1,1
2026-04-13 23:25:43.100587,draw,Arid Mesa,Arena of Glory,"Phlage, Titan of Fire's Fury",Mountain,Galvanic Discharge,Voice of Victory,Goblin Bombardment,keep,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,1,0
2026-04-13 23:25:48.673701,play,Sacred Foundry,Flooded Strand,Galvanic Discharge,Arid Mesa,Arena of Glory,Arid Mesa,Goblin Bombardment,mulligan,20260414T042552Z_d3b0a793-fbad-4b3f-b0fc-7805196c1cb3_Alamen_20260413_232436.csv,0,1
2026-04-14 07:51:02.879655,draw,Guide of Souls,Galvanic Discharge,Guide of Souls,Arid Mesa,Elegant Parlor,Plains,Arid Mesa,mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,0
2026-04-14 07:51:10.659085,draw,Guide of Souls,Marsh Flats,"Ajani, Nacatl Pariah",Mountain,Galvanic Discharge,Elegant Parlor,Ocelot Pride,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,0
2026-04-14 07:51:12.929311,play,"Ajani, Nacatl Pariah",Blood Moon,Arena of Glory,Arena of Glory,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:51:15.020955,draw,"Phlage, Titan of Fire's Fury",Voice of Victory,Goblin Bombardment,Ocelot Pride,Seasoned Pyromancer,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,0
2026-04-14 07:51:20.626764,play,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Sacred Foundry,Marsh Flats,Marsh Flats,Goblin Bombardment,Flooded Strand,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,1
2026-04-14 07:51:27.916543,play,Sacred Foundry,Sacred Foundry,Arid Mesa,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Seasoned Pyromancer,Dalkovan Encampment,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,1
2026-04-14 07:51:33.758293,play,Guide of Souls,Galvanic Discharge,Thraben Charm,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Dalkovan Encampment,Elegant Parlor,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,1
2026-04-14 07:51:38.682936,play,Marsh Flats,Galvanic Discharge,Seasoned Pyromancer,Plains,Goblin Bombardment,Marsh Flats,Arena of Glory,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,1
2026-04-14 07:51:47.799057,play,Arid Mesa,Ocelot Pride,Elegant Parlor,Flooded Strand,Sacred Foundry,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:51:50.236027,play,The Legend of Roku,Dalkovan Encampment,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Guide of Souls,Galvanic Discharge,Blood Moon,mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:51:54.101873,play,Guide of Souls,"Ajani, Nacatl Pariah",Thraben Charm,Dalkovan Encampment,Marsh Flats,Arena of Glory,Arid Mesa,mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:57:22.284517,draw,Blood Moon,Flooded Strand,Marsh Flats,Ocelot Pride,Arid Mesa,Arid Mesa,"Phlage, Titan of Fire's Fury",mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,0
2026-04-14 07:57:44.920941,play,Mountain,"Ragavan, Nimble Pilferer",Arena of Glory,Thraben Charm,Plains,Galvanic Discharge,Arena of Glory,mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:57:52.510440,play,Blood Moon,Elegant Parlor,Sacred Foundry,Arena of Glory,"Ragavan, Nimble Pilferer",Flooded Strand,Ocelot Pride,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,1
2026-04-14 07:57:59.775180,draw,"Ragavan, Nimble Pilferer",Voice of Victory,Ocelot Pride,Arena of Glory,Galvanic Discharge,Guide of Souls,Plains,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,0
2026-04-14 07:58:07.836644,draw,Voice of Victory,"Ragavan, Nimble Pilferer",Galvanic Discharge,"Ajani, Nacatl Pariah",Goblin Bombardment,Marsh Flats,Seasoned Pyromancer,keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,0
2026-04-14 07:58:10.189998,play,"Phlage, Titan of Fire's Fury",Sacred Foundry,Galvanic Discharge,Arid Mesa,Arid Mesa,Arid Mesa,Sacred Foundry,mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,1
2026-04-14 07:58:10.418404,draw,Sacred Foundry,Arid Mesa,"Ajani, Nacatl Pariah",Seasoned Pyromancer,Guide of Souls,Flooded Strand,"Ragavan, Nimble Pilferer",mulligan,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,0,0
2026-04-14 07:58:13.650512,draw,"Ragavan, Nimble Pilferer",Goblin Bombardment,Seasoned Pyromancer,Arena of Glory,Guide of Souls,Marsh Flats,"Ajani, Nacatl Pariah",keep,20260414T115807Z_808207ee-27d0-43b2-9c16-88f8b1d1b0dc_JahBoodle_20260414_075056.csv,1,0
2026-04-14 16:40:38.834256,play,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Sacred Foundry,Ocelot Pride,Galvanic Discharge,Elegant Parlor,Thraben Charm,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,1
2026-04-14 16:40:42.037260,draw,Sacred Foundry,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Galvanic Discharge,Arid Mesa,Arena of Glory,Flooded Strand,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,0
2026-04-14 16:40:47.214739,play,"Phlage, Titan of Fire's Fury",Arena of Glory,Goblin Bombardment,Thraben Charm,Marsh Flats,Seasoned Pyromancer,Sacred Foundry,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,1
2026-04-14 16:40:55.434752,draw,"Phlage, Titan of Fire's Fury",Plains,"Ajani, Nacatl Pariah",Goblin Bombardment,"Phlage, Titan of Fire's Fury",Elegant Parlor,Sacred Foundry,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,0
2026-04-14 16:40:58.670944,play,Plains,Sacred Foundry,Arid Mesa,"Ragavan, Nimble Pilferer",Ocelot Pride,"Ajani, Nacatl Pariah",Ocelot Pride,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,1
2026-04-14 16:41:03.581364,play,Sacred Foundry,Arena of Glory,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Goblin Bombardment,The Legend of Roku,Elegant Parlor,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,1
2026-04-14 16:41:05.285901,draw,Arid Mesa,Ocelot Pride,Plains,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury",Arid Mesa,Guide of Souls,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,0
2026-04-14 16:41:06.622533,play,Arid Mesa,"Ajani, Nacatl Pariah",Marsh Flats,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Sacred Foundry,keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,1
2026-04-14 16:41:11.027483,play,"Ajani, Nacatl Pariah",Flooded Strand,"Ajani, Nacatl Pariah",The Legend of Roku,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Guide of Souls,mulligan,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,0,1
2026-04-14 16:41:12.915923,play,Galvanic Discharge,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Guide of Souls,"Ajani, Nacatl Pariah",Goblin Bombardment,Guide of Souls,mulligan,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,0,1
2026-04-14 16:41:14.552521,draw,Galvanic Discharge,Marsh Flats,Guide of Souls,Ocelot Pride,"Phlage, Titan of Fire's Fury",Marsh Flats,"Ajani, Nacatl Pariah",keep,20260414T214115Z_27af34d6-56ab-422d-82d2-279cfaef09d3_london_20260414_164035.csv,1,0
2026-04-14 16:48:40.169784,draw,Elegant Parlor,Flooded Strand,Marsh Flats,Flooded Strand,Guide of Souls,Arid Mesa,Goblin Bombardment,mulligan,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,0,0
2026-04-14 16:48:41.436077,draw,Ocelot Pride,"Ajani, Nacatl Pariah",Voice of Victory,"Ajani, Nacatl Pariah",Guide of Souls,"Ajani, Nacatl Pariah",Sacred Foundry,mulligan,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,0,0
2026-04-14 16:48:43.982928,draw,Flooded Strand,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Thraben Charm,Arena of Glory,"Ajani, Nacatl Pariah",Dalkovan Encampment,keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,0
2026-04-14 16:49:03.116438,draw,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Guide of Souls,"Ajani, Nacatl Pariah",Marsh Flats,Plains,Arid Mesa,keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,0
2026-04-14 16:49:05.965769,play,Galvanic Discharge,Thraben Charm,Flooded Strand,Galvanic Discharge,Goblin Bombardment,Marsh Flats,"Ajani, Nacatl Pariah",keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,1
2026-04-14 16:49:07.293105,draw,Seasoned Pyromancer,Guide of Souls,Goblin Bombardment,Elegant Parlor,Flooded Strand,Arid Mesa,Voice of Victory,keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,0
2026-04-14 16:49:09.636386,draw,Marsh Flats,Seasoned Pyromancer,Elegant Parlor,Ocelot Pride,Galvanic Discharge,Thraben Charm,Guide of Souls,keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,0
2026-04-14 16:49:11.869792,play,Ocelot Pride,"Phlage, Titan of Fire's Fury",Thraben Charm,"Ajani, Nacatl Pariah",Marsh Flats,Goblin Bombardment,Galvanic Discharge,mulligan,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,0,1
2026-04-14 16:49:15.965247,play,"Ajani, Nacatl Pariah",Arena of Glory,Marsh Flats,Elegant Parlor,Sacred Foundry,Galvanic Discharge,Thraben Charm,keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,1
2026-04-14 16:49:18.077099,play,Sacred Foundry,Arid Mesa,Seasoned Pyromancer,Guide of Souls,Ocelot Pride,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",keep,20260414T214919Z_4dd4d4d7-de46-4644-a3eb-d17a5b172a5b_london_20260414_164837.csv,1,1
2026-04-14 17:12:31.160946,play,Ocelot Pride,Marsh Flats,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Arid Mesa,Mountain,"Phlage, Titan of Fire's Fury",keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,1
2026-04-14 17:12:33.173082,play,Guide of Souls,Arena of Glory,Marsh Flats,Arid Mesa,Ocelot Pride,Marsh Flats,Galvanic Discharge,keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,1
2026-04-14 17:12:35.412847,play,Galvanic Discharge,Arid Mesa,Arid Mesa,Galvanic Discharge,Thraben Charm,"Ragavan, Nimble Pilferer",Arid Mesa,keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,1
2026-04-14 17:12:37.604737,play,"Phlage, Titan of Fire's Fury",Ocelot Pride,Flooded Strand,Galvanic Discharge,The Legend of Roku,Marsh Flats,Goblin Bombardment,keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,1
2026-04-14 17:12:39.620993,draw,Voice of Victory,Arena of Glory,Dalkovan Encampment,Guide of Souls,Plains,Mountain,Sacred Foundry,mulligan,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,0,0
2026-04-14 17:12:41.059940,play,Goblin Bombardment,Arena of Glory,Voice of Victory,Goblin Bombardment,Goblin Bombardment,"Phlage, Titan of Fire's Fury",Ocelot Pride,mulligan,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,0,1
2026-04-14 17:12:43.674909,play,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Mountain,Arid Mesa,Ocelot Pride,The Legend of Roku,mulligan,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,0,1
2026-04-14 17:12:46.397336,draw,"Ragavan, Nimble Pilferer",Goblin Bombardment,Galvanic Discharge,Galvanic Discharge,Seasoned Pyromancer,Flooded Strand,Arid Mesa,keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,0
2026-04-14 17:12:48.764395,draw,Mountain,Arid Mesa,Goblin Bombardment,Elegant Parlor,Arid Mesa,Arena of Glory,"Ragavan, Nimble Pilferer",mulligan,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,0,0
2026-04-14 17:12:50.293680,draw,Plains,Thraben Charm,"Phlage, Titan of Fire's Fury",Voice of Victory,Marsh Flats,Flooded Strand,"Ajani, Nacatl Pariah",keep,20260414T221251Z_e8ffeaa6-de90-41f9-8380-566d9fc231d5_london_20260414_171228.csv,1,0
2026-04-14 22:51:57.130847,play,Ocelot Pride,Ocelot Pride,Galvanic Discharge,Marsh Flats,Flooded Strand,Flooded Strand,Seasoned Pyromancer,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:52:04.246020,play,Blood Moon,"Ajani, Nacatl Pariah",Arid Mesa,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Sacred Foundry,Galvanic Discharge,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:52:11.035115,play,Ocelot Pride,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Elegant Parlor,"Ragavan, Nimble Pilferer",Galvanic Discharge,Seasoned Pyromancer,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,1
2026-04-14 22:52:39.153114,draw,Guide of Souls,Guide of Souls,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Flooded Strand,Ocelot Pride,Ocelot Pride,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,0
2026-04-14 22:52:45.468294,play,Arena of Glory,Flooded Strand,Goblin Bombardment,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Ocelot Pride,Flooded Strand,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:52:59.389690,draw,The Legend of Roku,Voice of Victory,Galvanic Discharge,Sacred Foundry,"Ragavan, Nimble Pilferer",Dalkovan Encampment,Ocelot Pride,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,0
2026-04-14 22:53:12.318351,draw,Galvanic Discharge,Thraben Charm,Arena of Glory,"Phlage, Titan of Fire's Fury",The Legend of Roku,Seasoned Pyromancer,"Ajani, Nacatl Pariah",mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,0
2026-04-14 22:53:16.016259,draw,Arid Mesa,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Flooded Strand,"Ragavan, Nimble Pilferer",Guide of Souls,Guide of Souls,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,0
2026-04-14 22:53:18.435427,draw,Ocelot Pride,Arid Mesa,Goblin Bombardment,"Ajani, Nacatl Pariah",Mountain,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,0
2026-04-14 22:53:53.338633,play,Elegant Parlor,Thraben Charm,Voice of Victory,"Ragavan, Nimble Pilferer",Goblin Bombardment,Ocelot Pride,Marsh Flats,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:53:55.616785,play,Galvanic Discharge,Guide of Souls,Goblin Bombardment,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Thraben Charm,Goblin Bombardment,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,1
2026-04-14 22:54:02.861747,play,Sacred Foundry,Mountain,"Phlage, Titan of Fire's Fury",Arid Mesa,Guide of Souls,Goblin Bombardment,"Ajani, Nacatl Pariah",keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:54:08.059100,play,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",Sacred Foundry,Thraben Charm,"Ajani, Nacatl Pariah",Marsh Flats,Thraben Charm,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:54:12.235981,draw,Marsh Flats,Arid Mesa,Seasoned Pyromancer,Elegant Parlor,Marsh Flats,Goblin Bombardment,Ocelot Pride,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,0
2026-04-14 22:54:18.465221,draw,Guide of Souls,Guide of Souls,Plains,"Phlage, Titan of Fire's Fury",Marsh Flats,Arena of Glory,Arid Mesa,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,0
2026-04-14 22:54:32.337509,draw,Guide of Souls,Plains,"Ajani, Nacatl Pariah",Seasoned Pyromancer,Goblin Bombardment,Ocelot Pride,Galvanic Discharge,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,0
2026-04-14 22:54:35.476840,play,Arid Mesa,Goblin Bombardment,"Ajani, Nacatl Pariah",Blood Moon,"Ragavan, Nimble Pilferer",Guide of Souls,Thraben Charm,mulligan,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,0,1
